Unnamed: 0,full_text,tweet_english
3343,jumlah asn pindah ikn nusantara rang pindah molor agustus 2024 jelas menpanrb lewat,"the number of ASN moving to the Indonesian archipelago, the number of ASN moving to the Indonesian archipelago is delayed until August 2024, it is clear that the Minister of Administrative and Bureaucratic Reform has passed"
3344,jembatan pulangbalang hubung ibu kota negara ikn nusantara balikpapan kalimantan timur pasuk tahap bangun,"Pulangbalang Bridge connecting the capital of the Indonesian archipelago, Balikpapan, East Kalimantan, Pasuk, is in the construction stage"
3345,ibu kota nusantara jadi pusat giat internasional warga tempat kembang jaring hubung bisnis baru,"The capital city of the archipelago becomes the center of international activities for residents, a place where new business networks develop"
3346,pindah ibu kota nusantara jadi salah satu program prioritas perintah jokowi kuat perata bangun indonesia,Moving the capital city of the archipelago is one of the priority programs ordered by Jokowi to be strong in building up Indonesia
3349,proyeksi 2045 ibu kota nusantara jadi kota hijau huni capai 1 9 juta jiwa,The projection is that by 2045 the archipelago's capital will become a green city where 1.9 million people live
3350,bos agung dayu group sugianto kusuma bukabukaan rencana 2 proyek baru ibu kota nusantara ikn kalimantan timur proyek mal kebun raya,Boss Agung Dayu Group Sugianto Kusuma Bukabukaan plans 2 new projects for the capital of the archipelago IKN East Kalimantan Botanical Garden Mall project
3351,ibu kota nusantara,capital of the archipelago
3352,jumlah asn pindah ikn nusantara rang pindah molor agustus 2024 jelas menpanrb lewat,"The number of foreign exchange students moving to Indonesia's archipelago will be delayed by August 2024, clearly increasing through"
3353,benar pukul telak lembaga riset luar negeri negara percaya lembaga riset negeri why keeping them,"It's true that the country's foreign research institutions have been badly hit, why do they keep them?"
3354,upadaate baru salah satu rumah tapak jabat menteri ikn makin rapi indah,The new upadaate of one of the houses of the minister of IKN is getting neater and more beautiful
3355,bca rencana buka kantor ikn nusantara bahkan survei lokasi bangun kantor ibu kota baru,BCA plans to open an IKN Nusantara office and even surveyed the location for building a new capital office
3356,peran masyarakat ibu kota nusantara,the role of the people of the archipelago's capital city
3357,atrbpn senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves luhut binsar pandjaitan,"atrbpn monday 19022024 there was a quick coordination meeting by the land capital of the archipelago, iKn led by the coordinating minister for maritime investment, coordinating minister for maritime affairs, luhut binsar pandjaitan"
3358,senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves luhut binsar pandjaitan,"Monday 19022024 there was a quick coordination meeting by the land capital of the archipelago, IKN, lead coordinating minister for maritime investment, coordinating minister for maritime affairs, Luhut Binsar Pandjaitan"
3359,senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves luhut binsar pandjaitan,"Monday 19022024 there was a quick coordination meeting by the land capital of the archipelago, IKN, lead coordinating minister for maritime investment, coordinating minister for maritime affairs, Luhut Binsar Pandjaitan"
3360,bca pasti buka cabang ibu kota nusantara tahun,BCA will definitely open a branch in the capital of the archipelago this year
3361,kasuban kesbangpol setko administrasi jakarta pusat rachmat hidayat tambah apabila anggota paskibraka jakarta pusat jadi wakil tingkat nasional kirim ibu kota nusantara ikn laksana upacara bendera 17 agustus,"Kasuban Kesbangpol Setko Central Jakarta Administration Rachmat Hidayat added that if members of the Central Jakarta Paskibraka become national level representatives, send the capital of the archipelago IKN like a flag ceremony on August 17"
3362,ibu kota nusantara,capital of the archipelago
3363,asa masyarakat ibu kota nusantara,the hopes of the people of the archipelago's capital city
3364,halo kabupaten bantul atrbpn 19022024 ada rakor cepat oleh tanah ibu kota nusantara ikn pimpin menko marves luhut binsar pandjaitan temu turut hadir menteri atrbpn had tjahjanto,hello Bantul Regency ATRBPN 19022024 There is a quick coordination meeting with the land of the capital of the archipelago IKN led by the Coordinating Minister for Maritime Affairs and Fisheries Luhut Binsar Pandjaitan meeting also attended by the Minister of ATRBPN Had Tjahjanto
3365,pindah ibu kota nusantara tingkat sempat kerja daerah,Moved to the capital of the archipelago to work regionally
3366,atrbpn senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim,atrbpn Monday 19022024 there was a quick coordination meeting by the land of the archipelago's capital IKN led by the coordinating minister for maritime affairs
3367,presiden pandang pindah ibu kota nusantara langkah strategis bangun indonesia d,the president views moving the archipelago's capital as a strategic step to develop Indonesia d
3368,atrbpn senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves luhut binsar,"atrbpn monday 19022024 there was a quick coordination meeting by the land of the archipelago's capital city of the archipelago, led by the coordinating minister for maritime investment, the coordinating minister for maritime affairs, luhut binsar"
3369,ibu kota nusantara jadi bangga warga tempat indonesia seluruh,The capital city of the archipelago is a source of pride for all Indonesian citizens
3370,senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves luhut binsar pandjaitan temu turut hadir menteri agraria,Monday 19022024 there was a quick coordination meeting by the land capital of the archipelago IKN led by the coordinating minister for maritime investment coordinating minister for maritime affairs Luhut Binsar Pandjaitan meeting also attended by the Minister of Agrarian Affairs
3371,ikn rupa wujud ubah adab indonesia hadir konsep pembanguan indonesiasentris pindah ibu kota nusantara rupa langkah indonesia bangun budaya kerja pikir basis ekonomi baru tag bemsi istana surya paloh onana,"IKN, form, change of Indonesian manners, the concept of Indonesian-centric development is moving to the capital of the archipelago, various steps for Indonesia to build a work culture, think about a new economic basis, Tag Bemsi Istana Surya Paloh Onana"
3372,rapat koordinasi cepat oleh tanah ibu kota nusantara pimpin menteri koordinator bidang maritim investasi luhut binsar pandjaitan temu turut hadir menteri agraria tata ruangkepala badan tanah nasional atrbpn,rapid coordination meeting by land capital of the archipelago led by coordinating minister for maritime investment luhut binsar pandjaitan meeting also present minister of agrarian spatial planning head of national land agency atrbpn
3373,presiden jokowi dukung pindah ibu kota nusantara upaya jaga langsung hidup indonesia masa depan,President Jokowi supports moving the archipelago's capital in an effort to preserve Indonesia's future life
3374,pindah ibu kota nusantara buka peluang bisnis baru warga tempat utama sektor pariwisata properti,Moving to the capital of the archipelago opens up new business opportunities for residents of the main property tourism sector
3375,ada ibu kota nusantara modern representatif indonesia oleh prestise citra positif mata dunia,there is a modern archipelago capital city representative of Indonesia with a positive image prestige in the eyes of the world
3376,pindah ibu kota nusantara tingkat sempat kerja daerah,Moved to the capital of the archipelago to work regionally
3377,bangun ibu kota nusantara harap tingkat aksesibilitas konektivitas antarwilayah mem,"build the capital of the archipelago, hope for the level of connectivity accessibility between regions mem"
3378,pindah ibu kota nusantara peluang besar pengemba,Moving to the capital of the archipelago is a great opportunity for developers
